T v u h s
940 0.0394980 3895.8 4448.8 7.5483
960 0.0402030 3937.0 4499.8 7.5899
980 0.0409050 3978.2 4550.9 7.6310
1000 0.0416050 4019.6 4602.1 7.6716
Water/Steam at p = 15.0 MPa (Tsat = 342.155)
0 0.00099276 0.18 15.07 0.00045
5 0.00099288 20.92 35.81 0.07569
10 0.00099334 41.63 56.53 0.14951
15 0.00099409 62.32 77.23 0.22200
20 0.00099510 83.00 97.93 0.29323
25 0.00099635 103.68 118.63 0.36325
30 0.00099782 124.37 139.34 0.43211
35 0.00099949 145.06 160.05 0.49987
40 0.00100135 165.75 180.77 0.56656
45 0.00100339 186.44 201.49 0.63223
50 0.00100560 207.15 222.23 0.69690
55 0.00100797 227.86 242.98 0.76061
60 0.00101051 248.58 263.74 0.82340
65 0.00101319 269.31 284.51 0.88529
70 0.00101603 290.06 305.30 0.94631
75 0.00101901 310.81 326.10 1.0065
80 0.00102213 331.59 346.92 1.0659
85 0.00102540 352.37 367.75 1.1245
90 0.00102881 373.18 388.61 1.1823
95 0.00103236 394.00 409.49 1.2394
100 0.00103605 414.85 430.39 1.2958
105 0.00103989 435.72 451.32 1.3515
110 0.00104386 456.61 472.27 1.4065
115 0.00104798 477.54 493.26 1.4610
120 0.00105225 498.50 514.28 1.5148
125 0.00105666 519.48 535.33 1.5680
130 0.00106122 540.51 556.43 1.6206
135 0.00106594 561.58 577.57 1.6727
140 0.00107081 582.69 598.75 1.7243
145 0.00107585 603.84 619.98 1.7754
150 0.00108104 625.05 641.27 1.8260
155 0.00108641 646.31 662.61 1.8762
160 0.00109196 667.63 684.01 1.9259
165 0.00109768 689.01 705.48 1.9751
170 0.00110360 710.47 727.02 2.0240
175 0.00110971 731.98 748.63 2.0725
180 0.00111602 753.58 770.32 2.1206
185 0.00112255 775.26 792.10 2.1684
190 0.00112930 797.03 813.97 2.2159
195 0.00113628 818.89 835.93 2.2631
200 0.00114351 840.84 857.99 2.3100
210 0.00115876 885.08 902.46 2.4030
220 0.00117516 929.80 947.43 2.4951
230 0.00119287 975.08 992.97 2.5865
240 0.00121208 1021.0 1039.2 2.6774
250 0.00123301 1067.6 1086.1 2.7680
260 0.00125596 1115.2 1134.0 2.8586
270 0.00128133 1163.7 1182.9 2.9495
280 0.00130963 1213.4 1233.0 3.0409
290 0.00134159 1264.6 1284.7 3.1335
300 0.00137826 1317.6 1338.3 3.2279
310 0.00142125 1373.1 1394.4 3.3250
320 0.00147326 1431.9 1454.0 3.4263
330 0.00153932 1495.7 1518.8 3.5345
340 0.00163113 1567.9 1592.4 3.6555
342.155 0.00165695 1585.3 1610.2 3.6846
342.155 0.0103380 2455.6 2610.7 5.3106
350 0.0114810 2520.9 2693.1 5.4437
360 0.0125820 2581.0 2769.7 5.5657
370 0.0134930 2629.0 2831.4 5.6625
380 0.0142890 2670.4 2884.7 5.7446
390 0.0150080 2707.1 2932.2 5.8168
400 0.0156710 2740.6 2975.7 5.8819
410 0.0162900 2771.8 3016.1 5.9415
420 0.0168750 2800.9 3054.0 5.9967
430 0.0174310 2828.6 3090.1 6.0484
440 0.0179640 2855.2 3124.7 6.0971
450 0.0184770 2880.7 3157.9 6.1434
460 0.0189730 2905.5 3190.1 6.1876
470 0.0194550 2929.5 3221.3 6.2299
480 0.0199230 2953.0 3251.8 6.2706
490 0.0203800 2975.9 3281.6 6.3099
500 0.0208270 2998.4 3310.8 6.3480
520 0.0216960 3042.4 3367.8 6.4207
540 0.0225340 3085.2 3423.2 6.4897
560 0.0233490 3127.2 3477.4 6.5556
580 0.0241440 3168.4 3530.6 6.6187
600 0.0249210 3209.3 3583.1 6.6796
620 0.0256840 3249.8 3635.1 6.7384
640 0.0264330 3290.0 3686.5 6.7954
660 0.0271720 3330.0 3737.6 6.8508
680 0.0279010 3370.0 3788.5 6.9047
700 0.0286210 3409.8 3839.1 6.9572
720 0.0293340 3449.6 3889.6 7.0086
740 0.0300390 3489.4 3940.0 7.0589
760 0.0307380 3529.3 3990.4 7.1081
780 0.0314320 3569.2 4040.7 7.1563
800 0.0321210 3609.3 4091.1 7.2037
820 0.0328050 3649.3 4141.4 7.2502
840 0.0334850 3689.6 4191.9 7.2959
860 0.0341610 3730.0 4242.4 7.3409
880 0.0348330 3770.5 4293.0 7.3852
900 0.0355030 3811.2 4343.7 7.4288
920 0.0361690 3852.0 4394.5 7.4717
940 0.0368320 3893.0 4445.5 7.5141
960 0.0374930 3934.2 4496.6 7.5559
980 0.0381520 3975.5 4547.8 7.5971
1000 0.0388080 4017.1 4599.2 7.6378
Water/Steam at p = 16.0 MPa (Tsat = 347.355)
0 0.00099228 0.18 16.06 0.00046
5 0.00099241 20.90 36.78 0.07563
10 0.00099288 41.59 57.48 0.14939
15 0.00099364 62.28 78.18 0.22182
20 0.00099466 82.95 98.86 0.29300
25 0.00099592 103.62 119.55 0.36297
30 0.00099739 124.28 140.24 0.43180
35 0.00099906 144.96 160.94 0.49952
40 0.00100092 165.64 181.65 0.56617
45 0.00100296 186.31 202.36 0.63180
50 0.00100517 207.01 223.09 0.69644
55 0.00100755 227.70 243.82 0.76012
60 0.00101007 248.41 264.57 0.82288
65 0.00101276 269.14 285.34 0.88474
70 0.00101559 289.86 306.11 0.94573
75 0.00101856 310.61 326.91 1.0059
80 0.00102168 331.36 347.71 1.0652
85 0.00102494 352.14 368.54 1.1238
90 0.00102835 372.94 389.39 1.1816
95 0.00103189 393.74 410.25 1.2387
100 0.00103557 414.57 431.14 1.2950
105 0.00103939 435.43 452.06 1.3507
110 0.00104336 456.32 473.01 1.4057
115 0.00104747 477.22 493.98 1.4601
120 0.00105172 498.16 514.99 1.5139
125 0.00105612 519.13 536.03 1.5671
130 0.00106067 540.15 557.12 1.6197
135 0.00106537 561.19 578.24 1.6718
140 0.00107022 582.29 599.41 1.7233
145 0.00107524 603.43 620.63 1.7744
150 0.00108042 624.61 641.90 1.8250
155 0.00108577 645.86 663.23 1.8751
160 0.00109129 667.16 684.62 1.9247
165 0.00109699 688.52 706.07 1.9740
170 0.00110288 709.94 727.59 2.0228
175 0.00110896 731.44 749.18 2.0713
180 0.00111525 753.02 770.86 2.1194
185 0.00112174 774.66 792.61 2.1671
190 0.00112846 796.40 814.46 2.2145
195 0.00113540 818.23 836.40 2.2617
200 0.00114259 840.16 858.44 2.3085
210 0.00115775 884.34 902.86 2.4014
220 0.00117405 928.99 947.77 2.4934
230 0.00119164 974.17 993.24 2.5847
240 0.00121069 1020.0 1039.4 2.6754
250 0.00123144 1066.5 1086.2 2.7658
260 0.00125417 1113.8 1133.9 2.8562
270 0.00127925 1162.2 1182.7 2.9468
280 0.00130718 1211.8 1232.7 3.0380
290 0.00133865 1262.7 1284.1 3.1302
300 0.00137464 1315.4 1337.4 3.2240
310 0.00141665 1370.5 1393.2 3.3204
320 0.00146711 1428.6 1452.1 3.4206
330 0.00153044 1491.3 1515.8 3.5271
340 0.00161630 1561.5 1587.4 3.6447
347.355 0.00170944 1622.3 1649.7 3.7457
347.355 0.00930880 2431.9 2580.8 5.2463
350 0.00976580 2460.7 2617.0 5.3045
360 0.0110610 2538.8 2715.8 5.4619
370 0.0120460 2595.7 2788.4 5.5756
380 0.0128780 2642.3 2848.3 5.6681
390 0.0136130 2682.8 2900.6 5.7476
400 0.0142810 2719.1 2947.6 5.8179
410 0.0148990 2752.3 2990.7 5.8816
420 0.0154780 2783.4 3031.0 5.9401
430 0.0160260 2812.6 3069.0 5.9945
440 0.0165480 2840.3 3105.1 6.0455
450 0.0170490 2866.9 3139.7 6.0937
460 0.0175310 2892.5 3173.0 6.1395
470 0.0179980 2917.3 3205.3 6.1832
480 0.0184510 2941.5 3236.7 6.2252
490 0.0188920 2965.0 3267.3 6.2656
500 0.0193230 2988.1 3297.3 6.3046
520 0.0201570 3033.1 3355.6 6.3790
540 0.0209610 3076.7 3412.1 6.4493
560 0.0217390 3119.4 3467.2 6.5163
580 0.0224970 3161.2 3521.2 6.5804
600 0.0232380 3202.6 3574.4 6.6421
620 0.0239630 3243.6 3627.0 6.7016
640 0.0246750 3284.2 3679.0 6.7591
660 0.0253760 3324.6 3730.6 6.8150
680 0.0260670 3364.8 3781.9 6.8694
700 0.0267490 3404.9 3832.9 6.9224
720 0.0274230 3445.0 3883.8 6.9741
740 0.0280910 3485.0 3934.5 7.0247
760 0.0287520 3525.1 3985.1 7.0742
780 0.0294070 3565.2 4035.7 7.1227
800 0.0300580 3605.4 4086.3 7.1703
820 0.0307030 3645.8 4137.0 7.2171
840 0.0313450 3686.1 4187.6 7.2630
860 0.0319830 3726.6 4238.3 7.3082
880 0.0326170 3767.2 4289.1 7.3526
900 0.0332470 3808.0 4340.0 7.3964
920 0.0338750 3849.0 4391.0 7.4395
940 0.0345000 3890.2 4442.2 7.4819
960 0.0351230 3931.4 4493.4 7.5238
980 0.0357430 3972.9 4544.8 7.5652
1000 0.0363610 4014.5 4596.3 7.6060
Water/Steam at p = 17.0 MPa (Tsat = 352.293)
0 0.00099179 0.20 17.06 0.00047
5 0.00099194 20.90 37.76 0.07556
10 0.00099242 41.57 58.44 0.14926
15 0.00099319 62.24 79.12 0.22164
20 0.00099422 82.89 99.79 0.29277
25 0.00099548 103.54 120.46 0.36270
30 0.00099696 124.19 141.14 0.43148
35 0.00099864 144.85 161.83 0.49916
40 0.00100050 165.51 182.52 0.56578
45 0.00100254 186.19 203.23 0.63138
50 0.00100475 206.86 223.94 0.69598
55 0.00100712 227.55 244.67 0.75963
60 0.00100964 248.25 265.41 0.82236
65 0.00101232 268.95 286.16 0.88419
70 0.00101515 289.67 306.93 0.94515
75 0.00101812 310.40 327.71 1.0053
80 0.00102123 331.15 348.51 1.0646
85 0.00102449 351.91 369.33 1.1231
90 0.00102788 372.69 390.16 1.1809
95 0.00103142 393.49 411.02 1.2379
100 0.00103509 414.30 431.90 1.2943
105 0.00103890 435.15 452.81 1.3499
110 0.00104286 456.01 473.74 1.4049
115 0.00104695 476.90 494.70 1.4593
120 0.00105119 497.83 515.70 1.5130
125 0.00105558 518.79 536.73 1.5662
130 0.00106011 539.78 557.80 1.6188
135 0.00106480 560.82 578.92 1.6708
140 0.00106964 581.89 600.07 1.7224
145 0.00107464 603.01 621.28 1.7734
150 0.00107980 624.18 642.54 1.8239
155 0.00108512 645.40 663.85 1.8740
160 0.00109062 666.68 685.22 1.9236
165 0.00109630 688.02 706.66 1.9728
170 0.00110217 709.42 728.16 2.0216
175 0.00110822 730.90 749.74 2.0700
180 0.00111448 752.44 771.39 2.1181
185 0.00112094 774.07 793.13 2.1658
190 0.00112762 795.79 814.96 2.2132
195 0.00113453 817.59 836.88 2.2602
200 0.00114168 839.49 858.90 2.3070
210 0.00115676 883.60 903.26 2.3998
220 0.00117295 928.17 948.11 2.4917
230 0.00119042 973.27 993.51 2.5828
240 0.00120932 1018.9 1039.5 2.6734
250 0.00122989 1065.4 1086.3 2.7637
260 0.00125240 1112.6 1133.9 2.8538
270 0.00127720 1160.8 1182.5 2.9442
280 0.00130477 1210.1 1232.3 3.0350
290 0.00133577 1260.9 1283.6 3.1268
300 0.00137112 1313.3 1336.6 3.2202
310 0.00141219 1367.9 1391.9 3.3158
320 0.00146122 1425.5 1450.3 3.4151
330 0.00152211 1487.2 1513.1 3.5201
340 0.00160296 1555.6 1582.9 3.6347
350 0.00172698 1637.2 1666.6 3.7702
352.293 0.00176926 1659.9 1690.0 3.8077
352.293 0.00837090 2405.2 2547.5 5.1787
360 0.00960380 2487.8 2651.1 5.3434
370 0.0107130 2557.8 2739.9 5.4826
380 0.0115980 2611.5 2808.7 5.5888
390 0.0123590 2656.6 2866.7 5.6770
400 0.0130380 2696.3 2917.9 5.7536
410 0.0136600 2732.0 2964.2 5.8219
420 0.0142370 2765.0 3007.0 5.8841
430 0.0147790 2795.9 3047.1 5.9414
440 0.0152930 2824.9 3084.9 5.9949
450 0.0157840 2852.7 3121.0 6.0451
460 0.0162550 2879.3 3155.6 6.0927
470 0.0167100 2904.9 3189.0 6.1379
480 0.0171500 2929.8 3221.4 6.1812
490 0.0175770 2954.1 3252.9 6.2227
500 0.0179940 2977.7 3283.6 6.2628
520 0.0187980 3023.6 3343.2 6.3389
540 0.0195710 3068.1 3400.8 6.4106
560 0.0203180 3111.5 3456.9 6.4787
580 0.0210440 3154.0 3511.7 6.5438
600 0.0217520 3195.9 3565.7 6.6063
620 0.0224440 3237.3 3618.8 6.6665
640 0.0231230 3278.3 3671.4 6.7247
660 0.0237910 3319.1 3723.5 6.7811
680 0.0244490 3359.6 3775.2 6.8360
700 0.0250970 3400.0 3826.6 6.8894
720 0.0257380 3440.4 3877.9 6.9415
740 0.0263720 3480.6 3928.9 6.9924
760 0.0269990 3520.9 3979.9 7.0422
780 0.0276210 3561.2 4030.8 7.0910
800 0.0282370 3601.6 4081.6 7.1388
820 0.0288490 3642.1 4132.5 7.1858
840 0.0294570 3682.6 4183.4 7.2319
860 0.0300610 3723.3 4234.3 7.2772
880 0.0306610 3764.1 4285.3 7.3218
900 0.0312580 3805.0 4336.4 7.3658
920 0.0318520 3846.0 4387.5 7.4090
940 0.0324430 3887.3 4438.8 7.4516
960 0.0330310 3928.7 4490.2 7.4936
980 0.0336180 3970.2 4541.7 7.5351
1000 0.0342020 4012.0 4593.4 7.5760
Water/Steam at p = 18.0 MPa (Tsat = 356.992)
0 0.00099131 0.21 18.05 0.00047
5 0.00099148 20.88 38.73 0.07550
10 0.00099197 41.54 59.40 0.14914
15 0.00099275 62.19 80.06 0.22146
20 0.00099378 82.83 100.72 0.29254
25 0.00099505 103.47 121.38 0.36242
30 0.00099653 124.10 142.04 0.43117
35 0.00099821 144.75 162.72 0.49881
40 0.00100008 165.40 183.40 0.56539
45 0.00100212 186.06 204.10 0.63095
50 0.00100432 206.72 224.80 0.69553
55 0.00100669 227.40 245.52 0.75914
60 0.00100922 248.08 266.25 0.82184
65 0.00101189 268.78 286.99 0.88364
70 0.00101471 289.49 307.75 0.94457
75 0.00101768 310.20 328.52 1.0047
80 0.00102079 330.94 349.31 1.0640
85 0.00102403 351.68 370.11 1.1225
90 0.00102742 372.45 390.94 1.1802
95 0.00103095 393.23 411.79 1.2372
100 0.00103461 414.04 432.66 1.2935
105 0.00103841 434.86 453.55 1.3492
110 0.00104236 455.71 474.47 1.4041
115 0.00104644 476.59 495.43 1.4585
120 0.00105067 497.50 516.41 1.5122
125 0.00105504 518.44 537.43 1.5653
130 0.00105956 539.42 558.49 1.6179
135 0.00106423 560.43 579.59 1.6699
140 0.00106905 581.50 600.74 1.7214
145 0.00107403 602.60 621.93 1.7724
150 0.00107918 623.74 643.17 1.8229
155 0.00108448 644.95 664.47 1.8729
160 0.00108996 666.21 685.83 1.9225
165 0.00109562 687.53 707.25 1.9717
170 0.00110146 708.91 728.74 2.0204
175 0.00110749 730.37 750.30 2.0688
180 0.00111371 751.88 771.93 2.1168
185 0.00112015 773.49 793.65 2.1645
190 0.00112680 795.18 815.46 2.2118
195 0.00113367 816.94 837.35 2.2588
200 0.00114078 838.82 859.35 2.3056
210 0.00115577 882.86 903.66 2.3983
220 0.00117186 927.37 948.46 2.4900
230 0.00118921 972.38 993.79 2.5810
240 0.00120797 1018.0 1039.7 2.6715
250 0.00122836 1064.3 1086.4 2.7615
260 0.00125065 1111.4 1133.9 2.8515
270 0.00127518 1159.4 1182.4 2.9416
280 0.00130241 1208.6 1232.0 3.0321
290 0.00133296 1259.1 1283.1 3.1236
300 0.00136769 1311.2 1335.8 3.2164
310 0.00140789 1365.5 1390.8 3.3114
320 0.00145558 1422.4 1448.6 3.4098
330 0.00151426 1483.3 1510.6 3.5133
340 0.00159081 1550.2 1578.8 3.6255
350 0.00170200 1628.1 1658.7 3.7547
356.992 0.00183980 1699.0 1732.1 3.8718
356.992 0.00750170 2374.8 2509.8 5.1061
360 0.00811120 2420.1 2566.1 5.1952
370 0.00945350 2513.7 2683.9 5.3799
380 0.0104190 2577.4 2764.9 5.5050
390 0.0112180 2628.4 2830.3 5.6042
400 0.0119160 2671.9 2886.4 5.6883
410 0.0125450 2710.6 2936.4 5.7620
420 0.0131230 2745.8 2982.0 5.8283
430 0.0136630 2778.5 3024.4 5.8890
440 0.0141710 2809.0 3064.1 5.9451
450 0.0146540 2838.0 3101.8 5.9975
460 0.0151170 2865.6 3137.7 6.0469
470 0.0155610 2892.2 3172.3 6.0938
480 0.0159900 2917.9 3205.7 6.1384
490 0.0164060 2942.8 3238.1 6.1812
500 0.0168100 2967.1 3269.7 6.2223
520 0.0175890 3014.1 3330.7 6.3002
540 0.0183350 3059.5 3389.5 6.3734
560 0.0190540 3103.5 3446.5 6.4427
580 0.0197520 3146.7 3502.2 6.5087
600 0.0204310 3189.0 3556.8 6.5720
620 0.0210940 3230.9 3610.6 6.6329
640 0.0217440 3272.4 3663.8 6.6918
660 0.0223820 3313.4 3716.3 6.7487
680 0.0230100 3354.3 3768.5 6.8041
700 0.0236290 3395.1 3820.4 6.8579
720 0.0242400 3435.7 3872.0 6.9104
740 0.0248440 3476.2 3923.4 6.9616
760 0.0254410 3516.7 3974.6 7.0117
780 0.0260330 3557.2 4025.8 7.0608
800 0.0266190 3597.8 4076.9 7.1089
820 0.0272010 3638.4 4128.0 7.1560
840 0.0277790 3679.1 4179.1 7.2024
860 0.0283520 3720.0 4230.3 7.2479
880 0.0289230 3760.8 4281.4 7.2927
900 0.0294890 3801.9 4332.7 7.3368
920 0.0300530 3843.0 4384.0 7.3801
940 0.0306140 3884.4 4435.5 7.4229
960 0.0311730 3925.9 4487.0 7.4650
980 0.0317290 3967.6 4538.7 7.5066
1000 0.0322820 4009.4 4590.5 7.5476
Water/Steam at p = 19.0 MPa (Tsat = 361.473)
0 0.00099084 0.21 19.04 0.00047
5 0.00099102 20.87 39.70 0.07543
10 0.00099152 41.51 60.35 0.14901
15 0.00099231 62.15 81.00 0.22128
20 0.00099335 82.77 101.64 0.29231
25 0.00099462 103.39 122.29 0.36215
30 0.00099611 124.01 142.94 0.43085
35 0.00099779 144.65 163.61 0.49845
40 0.00099965 165.29 184.28 0.56500
45 0.00100169 185.93 204.96 0.63053
50 0.00100390 206.59 225.66 0.69507
55 0.00100627 227.24 246.36 0.75865
60 0.00100879 247.91 267.08 0.82132
65 0.00101146 268.59 287.81 0.88309
70 0.00101428 289.29 308.56 0.94399
75 0.00101724 309.99 329.32 1.0041
80 0.00102034 330.71 350.10 1.0633
85 0.00102358 351.45 370.90 1.1218
90 0.00102696 372.21 391.72 1.1795
95 0.00103048 392.97 412.55 1.2365
100 0.00103413 413.76 433.41 1.2928
105 0.00103793 434.58 454.30 1.3484
110 0.00104186 455.41 475.21 1.4033
115 0.00104593 476.28 496.15 1.4576
120 0.00105015 497.18 517.13 1.5113
125 0.00105451 518.09 538.13 1.5644
130 0.00105901 539.06 559.18 1.6169
135 0.00106367 560.06 580.27 1.6689
140 0.00106847 581.10 601.40 1.7204
145 0.00107344 602.18 622.58 1.7713
150 0.00107856 623.32 643.81 1.8218
155 0.00108385 644.51 665.10 1.8718
160 0.00108930 665.74 686.44 1.9214
165 0.00109494 687.04 707.84 1.9705
170 0.00110075 708.40 729.31 2.0192
175 0.00110675 729.83 750.86 2.0676
180 0.00111295 751.33 772.48 2.1156
185 0.00111936 772.90 794.17 2.1632
190 0.00112597 794.57 815.96 2.2105
195 0.00113281 816.31 837.83 2.2574
200 0.00113989 838.15 859.81 2.3041
210 0.00115479 882.13 904.07 2.3967
220 0.00117078 926.57 948.81 2.4884
230 0.00118801 971.51 994.08 2.5792
240 0.00120663 1017.1 1040.0 2.6695
250 0.00122685 1063.2 1086.5 2.7594
260 0.00124893 1110.2 1133.9 2.8492
270 0.00127320 1158.1 1182.3 2.9390
280 0.00130010 1207.1 1231.8 3.0293
290 0.00133020 1257.3 1282.6 3.1203
300 0.00136434 1309.2 1335.1 3.2127
310 0.00140371 1363.0 1389.7 3.3071
320 0.00145017 1419.4 1447.0 3.4046
330 0.00150683 1479.6 1508.2 3.5068
340 0.00157964 1545.0 1575.0 3.6168
350 0.00168265 1619.9 1651.9 3.7412
360 0.00187374 1719.6 1755.2 3.9054
361.473 0.00192677 1740.6 1777.2 3.9401
361.473 0.00667730 2339.1 2466.0 5.0256
370 0.00821990 2460.1 2616.3 5.2610
380 0.00931600 2538.9 2715.9 5.4147
390 0.0101680 2597.5 2790.7 5.5284
400 0.0108920 2645.9 2852.8 5.6215
410 0.0115330 2688.0 2907.1 5.7015
420 0.0121170 2725.8 2956.0 5.7725
430 0.0126560 2760.3 3000.8 5.8368
440 0.0131620 2792.5 3042.6 5.8958
450 0.0136390 2822.9 3082.0 5.9506
460 0.0140940 2851.6 3119.4 6.0020
470 0.0145300 2879.2 3155.3 6.0506
480 0.0149500 2905.8 3189.8 6.0967
490 0.0153560 2931.3 3223.1 6.1407
500 0.0157500 2956.3 3255.5 6.1829
520 0.0165060 3004.4 3318.0 6.2627
540 0.0172280 3050.7 3378.0 6.3374
560 0.0179230 3095.5 3436.0 6.4079
580 0.0185950 3139.3 3492.6 6.4750
600 0.0192490 3182.3 3548.0 6.5391
620 0.0198860 3224.6 3602.4 6.6008
640 0.0205100 3266.4 3656.1 6.6603
660 0.0211220 3307.9 3709.2 6.7178
680 0.0217230 3349.1 3761.8 6.7736
700 0.0223160 3390.1 3814.1 6.8278
720 0.0229000 3430.9 3866.0 6.8807
740 0.0234770 3471.7 3917.8 6.9323
760 0.0240480 3512.4 3969.3 6.9827
780 0.0246120 3553.2 4020.8 7.0320
800 0.0251720 3593.9 4072.2 7.0803
820 0.0257270 3634.7 4123.5 7.1277
840 0.0262780 3675.6 4174.9 7.1743
860 0.0268240 3716.5 4226.2 7.2200
880 0.0273670 3757.6 4277.6 7.2649
900 0.0279070 3798.8 4329.0 7.3092
920 0.0284440 3840.2 4380.6 7.3527
940 0.0289780 3881.6 4432.2 7.3956
960 0.0295090 3923.2 4483.9 7.4379
980 0.0300380 3965.0 4535.7 7.4796
1000 0.0305650 4006.9 4587.6 7.5207
Water/Steam at p = 20.0 MPa (Tsat = 365.749)
0 0.00099036 0.22 20.03 0.00047
5 0.00099055 20.87 40.68 0.07536
10 0.00099107 41.49 61.31 0.14888
15 0.00099187 62.10 81.94 0.22109
20 0.00099292 82.71 102.57 0.29207
25 0.00099419 103.32 123.20 0.36187
30 0.00099568 123.93 143.84 0.43053
35 0.00099737 144.54 164.49 0.49810
40 0.00099923 165.18 185.16 0.56461
45 0.00100127 185.80 205.83 0.63010
50 0.00100348 206.44 226.51 0.69461
55 0.00100585 227.09 247.21 0.75817
60 0.00100836 247.75 267.92 0.82080
65 0.00101103 268.42 288.64 0.88254
70 0.00101384 289.10 309.38 0.94341
75 0.00101680 309.79 330.13 1.0035
80 0.00101989 330.50 350.90 1.0627
85 0.00102313 351.23 371.69 1.1211
90 0.00102650 371.96 392.49 1.1788
95 0.00103001 392.72 413.32 1.2358
100 0.00103366 413.50 434.17 1.2920
105 0.00103744 434.29 455.04 1.3476
110 0.00104136 455.11 475.94 1.4025
115 0.00104543 475.97 496.88 1.4568
120 0.00104963 496.85 517.84 1.5105
125 0.00105398 517.76 538.84 1.5635
130 0.00105847 538.70 559.87 1.6160
135 0.00106311 559.69 580.95 1.6680
140 0.00106790 580.71 602.07 1.7194
145 0.00107284 601.77 623.23 1.7703
150 0.00107795 622.89 644.45 1.8208
155 0.00108321 644.06 665.72 1.8707
160 0.00108865 665.28 687.05 1.9203
165 0.00109426 686.55 708.44 1.9694
170 0.00110005 707.89 729.89 2.0181
175 0.00110603 729.30 751.42 2.0664
180 0.00111220 750.78 773.02 2.1143
185 0.00111857 772.33 794.70 2.1619
190 0.00112516 793.96 816.46 2.2091
195 0.00113196 815.68 838.32 2.2561
200 0.00113900 837.49 860.27 2.3027
210 0.00115381 881.40 904.48 2.3952
220 0.00116971 925.77 949.16 2.4867
230 0.00118682 970.63 994.37 2.5774
240 0.00120530 1016.1 1040.2 2.6676
250 0.00122536 1062.2 1086.7 2.7573
260 0.00124723 1109.1 1134.0 2.8469
270 0.00127125 1156.8 1182.2 2.9365
280 0.00129782 1205.5 1231.5 3.0265
290 0.00132750 1255.5 1282.1 3.1172
300 0.00136108 1307.2 1334.4 3.2091
310 0.00139966 1360.6 1388.6 3.3029
320 0.00144496 1416.6 1445.5 3.3996
330 0.00149978 1475.9 1505.9 3.5006
340 0.00156929 1540.2 1571.6 3.6086
350 0.00166490 1612.7 1646.0 3.7290
360 0.00182479 1703.6 1740.1 3.8787
365.749 0.00204000 1786.4 1827.2 4.0156
365.749 0.00586520 2295.0 2412.3 4.9314
370 0.00692340 2388.0 2526.5 5.1097
380 0.00825990 2494.2 2659.4 5.3149
390 0.00919060 2563.4 2747.2 5.4483
400 0.00995030 2617.9 2816.9 5.5525
410 0.0106100 2664.0 2876.2 5.6400
420 0.0112010 2704.7 2928.7 5.7163
430 0.0117430 2741.5 2976.4 5.7847
440 0.0122470 2775.5 3020.4 5.8469
450 0.0127210 2807.3 3061.7 5.9043
460 0.0131710 2837.3 3100.7 5.9579
470 0.0136000 2865.8 3137.8 6.0082
480 0.0140120 2893.3 3173.5 6.0559
490 0.0144090 2919.7 3207.9 6.1012
500 0.0147930 2945.3 3241.2 6.1446
520 0.0155300 2994.6 3305.2 6.2263
540 0.0162310 3041.8 3366.4 6.3025
560 0.0169040 3087.3 3425.4 6.3743
580 0.0175540 3131.8 3482.9 6.4424
600 0.0181850 3175.3 3539.0 6.5075
620 0.0187990 3218.1 3594.1 6.5699
640 0.0193990 3260.4 3648.4 6.6300
660 0.0199870 3302.3 3702.0 6.6881
680 0.0205650 3343.8 3755.1 6.7443
700 0.0211330 3385.1 3807.8 6.7990
720 0.0216940 3426.2 3860.1 6.8523
740 0.0222470 3467.3 3912.2 6.9042
760 0.0227930 3508.2 3964.1 6.9549
780 0.0233340 3549.1 4015.8 7.0045
800 0.0238690 3590.1 4067.5 7.0531
820 0.0244000 3631.0 4119.0 7.1007
840 0.0249270 3672.1 4170.6 7.1475
860 0.0254490 3713.2 4222.2 7.1934
880 0.0259680 3754.3 4273.7 7.2385
900 0.0264830 3795.7 4325.4 7.2829
920 0.0269960 3837.2 4377.1 7.3266
940 0.0275060 3878.7 4428.8 7.3696
960 0.0280130 3920.4 4480.7 7.4120
980 0.0285180 3962.2 4532.6 7.4538
1000 0.0290200 4004.3 4584.7 7.4950
Water/Steam at p = 22.0 MPa (Tsat = 373.705)
0 0.00098941 0.24 22.01 0.00046
5 0.00098963 20.84 42.61 0.07521
10 0.00099017 41.43 63.21 0.14861
15 0.00099099 62.01 83.81 0.22072
20 0.00099205 82.58 104.41 0.29161
25 0.00099334 103.17 125.02 0.36132
30 0.00099484 123.75 145.64 0.42990
35 0.00099653 144.35 166.27 0.49739
40 0.00099840 164.95 186.91 0.56383
45 0.00100044 185.55 207.56 0.62925
50 0.00100264 206.16 228.22 0.69370
55 0.00100500 226.79 248.90 0.75719
60 0.00100752 247.42 269.59 0.81976
65 0.00101018 268.07 290.29 0.88144
70 0.00101298 288.72 311.01 0.94226
75 0.00101593 309.39 331.74 1.0022
80 0.00101901 330.07 352.49 1.0614
85 0.00102223 350.77 373.26 1.1198
90 0.00102559 371.49 394.05 1.1775
95 0.00102908 392.21 414.85 1.2344
100 0.00103271 412.96 435.68 1.2906
105 0.00103648 433.74 456.54 1.3461
110 0.00104038 454.53 477.42 1.4009
115 0.00104442 475.35 498.33 1.4551
120 0.00104860 496.20 519.27 1.5088
125 0.00105292 517.08 540.24 1.5618
130 0.00105738 537.99 561.25 1.6142
135 0.00106199 558.95 582.31 1.6661
140 0.00106675 579.93 603.40 1.7175
145 0.00107166 600.96 624.54 1.7683
150 0.00107673 622.04 645.73 1.8187
155 0.00108196 643.17 666.97 1.8686
